,pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,pl_orbsmax,pl_insol,pl_orbeccen,st_teff,st_rad,pl_dens
4446,Kepler-66 b,2.8,8.25,17.815815,699.0,0.1352,62.845,0.0,5962.0,0.966,2.07
4447,Kepler-660 b,2.57,7.13,9.27358194,649.0,0.0759,44.09,0.0,4779.0,0.71,2.31
4448,Kepler-661 b,3.07,9.64,6.029301321,678.0,0.0585,45.528,0.0,4483.0,0.67,1.83
4449,Kepler-662 b,2.18,5.39,21.67697486,530.0,0.1408,23.824,0.0,4897.0,0.74,2.86
4450,Kepler-663 b,2.6,7.27,4.99678284,917.0,0.0559,167.979,0.0,5264.0,0.82,2.27
4451,Kepler-664 b,2.66,7.56,2.525593315,1406.0,0.0374,652.435,0.0,5754.0,1.02,2.21
4452,Kepler-665 b,2.6,7.27,16.01310205,593.0,0.1148,20.719,0.0,4913.0,0.74,2.27
4453,Kepler-666 b,2.4,6.35,4.49876092,1133.0,0.0542,575.644,0.0,5887.0,1.05,2.52
4454,Kepler-667 b,4.73,20.1,41.43962808,516.0,0.2288,71.817,0.0,5327.0,0.87,1.04
4455,Kepler-668 b,2.7,7.75,8.35390639,790.0,0.0768,77.619,0.0,5352.0,0.82,2.16
4456,Kepler-669 b,4.83,20.8,4.125546869,1243.0,0.0529,826.765,0.0,6038.0,1.2,1.01
4457,Kepler-67 b,2.94,8.96,15.7259,602.0,0.1171,30.6,0.0,5331.0,0.778,1.94
4458,Kepler-670 b,13.18,,2.816504852,1219.0,0.0383,528.223,0.0,5709.0,0.99,
4459,Kepler-671 b,2.69,7.7,4.280958588,1012.0,0.0503,331.438,0.0,5624.0,0.95,2.17
4460,Kepler-672 b,2.5,6.8,38.3774623,529.0,0.2163,16.36,0.0,5627.0,0.92,2.39
4461,Kepler-673 b,6.54,34.8,3.728731093,1023.0,0.0455,253.456,0.0,5355.0,0.84,0.684
4462,Kepler-674 b,1.69,3.5,2.243381847,822.0,0.028,146.511,0.0,4192.0,0.57,3.98
4463,Kepler-675 b,2.44,6.53,2.33743801,1070.0,0.0325,308.547,0.0,4945.0,0.75,2.47
4464,Kepler-676 b,3.04,9.48,11.59822172,396.0,0.0798,8.241,0.0,3701.0,0.49,1.85
4465,Kepler-677 b,5.38,25.0,6.57531678,1015.0,0.067,683.274,0.0,5723.0,0.99,0.882
4466,Kepler-678 b,5.14,23.1,7.27503724,833.0,0.0732,113.64,0.0,5520.0,0.91,0.935
4467,Kepler-679 b,3.01,9.32,12.39358604,677.0,0.0983,56.002,0.0,5403.0,0.84,1.88
4468,Kepler-68 b,2.357,8.03,5.39875259,1275.0,0.06135,441.0,0.09,5847.0,1.2564,3.37
4469,Kepler-68 c,0.979,1.3,9.605027,1052.0,0.09008,204.0,0.099,5847.0,1.2564,7.5
4470,Kepler-68 d,13.9,267.0,632.62,,1.469,,0.102,5847.0,1.2564,0.546
4471,Kepler-68 e,11.2,86.4493267,3455.0,,4.6,,0.33,5847.0,1.2564,0.338
4472,Kepler-680 b,2.42,6.44,3.689926291,1147.0,0.0469,706.62,0.0,5890.0,1.11,2.5
4473,Kepler-681 b,3.08,9.69,26.39435646,489.0,0.1635,14.151,0.0,5021.0,0.76,1.82
4474,Kepler-682 b,7.37,42.6,12.611906672,753.0,0.1058,306.102,0.0,5559.0,0.89,0.585
4475,Kepler-683 b,1.97,4.54,2.539183179,1332.0,0.0355,702.281,0.0,5703.0,0.95,3.26
4476,Kepler-684 b,3.36,11.2,6.770302008,812.0,0.064,102.87,0.0,5493.0,0.86,1.62
4477,Kepler-685 b,10.58,78.8,1.6255222,1579.0,0.0265,1137.124,0.0,5963.0,1.16,0.366
4478,Kepler-686 b,12.15,,1.594745463,1539.0,0.0258,2132.903,0.0,5649.0,0.92,
4479,Kepler-687 b,3.52,12.2,20.50586978,518.0,0.1326,15.648,0.0,4841.0,0.73,1.54
4480,Kepler-688 b,9.76,68.7,3.895936844,1005.0,0.046,458.912,0.0,5715.0,0.96,0.406
4481,Kepler-689 b,2.89,8.7,22.36656079,536.0,0.1449,35.337,0.0,5518.0,0.88,1.98
4482,Kepler-69 b,2.24,5.65,13.722341,779.0,0.094,123.517,0.16,5638.0,0.93,2.76
4483,Kepler-69 c,1.71,3.57,242.4613,299.0,0.64,2.687,0.14,5638.0,0.93,3.92
4484,Kepler-690 b,5.95,29.6,7.748094374,964.0,0.081,225.701,0.0,5913.0,1.16,0.772
4485,Kepler-691 b,2.09,5.02,8.114379,460.0,0.0649,12.995,0.0,3715.0,0.5,3.02
4486,Kepler-692 b,3.11,9.85,21.81293494,639.0,0.1495,28.504,0.0,5440.0,0.86,1.8
4487,Kepler-693 b,10.18,73.8,15.37563332,600.0,0.1121,31.641,0.0,4881.0,0.72,0.384
4488,Kepler-694 b,2.8,8.25,6.365841612,914.0,0.0659,206.438,0.0,5700.0,0.95,2.07
4489,Kepler-695 b,9.21,62.3,3.040330424,1021.0,0.0374,499.064,0.0,5181.0,0.8,0.438
4490,Kepler-696 b,6.14,31.3,4.190425575,1234.0,0.0535,607.525,0.0,5903.0,1.08,0.743
4491,Kepler-697 b,4.13,16.0,3.709870645,1151.0,0.0471,472.236,0.0,5513.0,0.88,1.25
4492,Kepler-698 b,3.68,13.1,16.32976218,727.0,0.1255,172.557,0.0,5612.0,0.91,1.44
4493,Kepler-7 b,18.180998,140.16303,4.8854892,1630.0,0.06067,1375.11,0.0,5933.0,1.966,0.14
4494,Kepler-700 b,5.99,30.0,80.8720639,452.0,0.3577,12.071,0.0,5692.0,0.96,0.767
4495,Kepler-701 b,2.84,8.45,10.35533177,777.0,0.0895,75.623,0.0,5343.0,0.84,2.03
4496,Kepler-702 b,9.17,61.8,10.526294063,713.0,0.088,88.906,0.0,5419.0,0.86,0.44
4497,Kepler-703 b,8.2,51.1,4.583521756,1038.0,0.0535,373.108,0.0,6185.0,1.27,0.509
4498,Kepler-704 b,2.61,7.32,3.76182115,1121.0,0.047,514.124,0.0,5616.0,0.96,2.26
4499,Kepler-705 b,2.11,5.1,56.0560538,265.0,0.232,0.729,0.0,3722.0,0.51,2.98
4500,Kepler-707 b,1.33,2.33,2.237492751,1160.0,0.0325,336.673,0.0,5099.0,0.76,5.44
4501,Kepler-708 b,2.93,8.91,3.167891938,1221.0,0.0426,684.765,0.0,5692.0,0.96,1.95
4502,Kepler-709 b,2.92,8.85,16.08524954,613.0,0.1173,28.216,0.0,5071.0,0.77,1.95
4503,Kepler-710 b,1.88,4.19,4.347285527,1174.0,0.0524,710.872,0.0,5611.0,0.91,3.47
4504,Kepler-711 b,3.41,11.5,23.58914398,487.0,0.1429,15.569,0.0,5222.0,0.8,1.59
4505,Kepler-712 b,3.41,11.5,21.02247699,521.0,0.13615,15.801,0.0,5148.0,0.78,1.59
4506,Kepler-712 c,4.85,21.0,226.89047,236.0,0.66479,0.662,0.0,5148.0,0.78,1.01
4507,Kepler-713 b,2.48,6.71,7.411141,905.0,0.0748,228.283,0.0,5785.0,0.99,2.42
4508,Kepler-714 b,9.67,67.6,8.098887986,986.0,0.0832,484.006,0.0,5995.0,1.12,0.411
4509,Kepler-715 b,3.75,13.5,10.00652995,876.0,0.0933,181.408,0.0,5871.0,1.04,1.41
4510,Kepler-716 b,2.9,8.75,10.37168453,720.0,0.08628,42.493,0.0,5099.0,0.78,1.97
4511,Kepler-716 c,1.39281536,2.52,3.96999,992.0,0.04548,151.8,0.0,5012.0,0.742183,5.12
4512,Kepler-717 b,2.42,6.44,4.40840023,1139.0,0.052,398.0,0.0,5485.0,0.85,2.5
4513,Kepler-718 b,16.56,,2.052349905,1497.0,0.0322,1324.2,0.0,6191.0,1.3,
4514,Kepler-719 b,8.52,54.5,5.007317779,998.0,0.0556,234.28,0.0,5777.0,0.98,0.484
4515,Kepler-720 b,8.41,53.4,4.708326542,1162.0,0.0539,384.561,0.0,5618.0,0.92,0.493
4516,Kepler-721 b,2.64,7.46,5.392025388,850.0,0.0583,138.751,0.0,5075.0,0.78,2.23
4517,Kepler-722 b,2.63,7.41,4.093573252,1182.0,0.0514,414.601,0.0,5863.0,1.05,2.24
4518,Kepler-722 c,2.82,8.35,105.144749,401.0,0.4471,5.48,0.0,5863.0,1.05,2.05
4519,Kepler-723 b,12.19,,4.082275068,1016.0,0.0479,251.48,0.0,5539.0,0.89,
4520,Kepler-724 b,3.29,10.8,3.314946338,1155.0,0.0433,339.401,0.0,5437.0,0.86,1.67
4521,Kepler-725 b,10.8,81.6,39.64372,514.0,0.2238,12.1,0.231,5395.0,0.88,0.356
4522,Kepler-725 c,3.08,9.7,207.541,268.0,0.6744,1.4,0.436,5395.0,0.88,1.82
4523,Kepler-726 b,3.26,10.7,21.80451088,543.0,0.1406,25.296,0.0,5452.0,0.85,1.7
4524,Kepler-727 b,2.53,6.94,5.154484417,964.0,0.0546,176.685,0.0,5441.0,0.86,2.35
4525,Kepler-728 b,3.34,11.1,5.743477265,982.0,0.0625,484.51,0.0,5660.0,0.93,1.64
4526,Kepler-729 b,3.58,12.5,3.166353714,1273.0,0.0432,1089.549,0.0,5633.0,0.91,1.5
4527,Kepler-730 b,12.3299,,6.491682808,1219.0,0.0694,418.797,0.0,5620.0,1.411,
4528,Kepler-730 c,1.56926,3.09,2.85188338,1607.0,0.03997,903.77,0.0,5620.0,1.411,4.39
4529,Kepler-731 b,13.88,,3.855603551,1212.0,0.0505,456.703,0.0,5849.0,1.06,
4530,Kepler-732 b,2.18,5.39,9.467814048,407.0,0.0691,8.559,0.0,3631.0,0.46,2.86
4531,Kepler-732 c,1.27,2.15,0.893041236,893.0,0.0143,199.846,0.0,3631.0,0.46,5.77
4532,Kepler-733 b,2.82,8.35,20.83424726,595.0,0.1483,24.507,0.0,5418.0,0.86,2.05
4533,Kepler-734 b,3.56,12.4,6.104852856,784.0,0.0583,89.25,0.0,5326.0,0.78,1.51
4534,Kepler-735 b,2.95,9.01,11.51516988,657.0,0.0965,32.679,0.0,5107.0,0.8,1.93
4535,Kepler-736 b,2.93,8.91,3.60147201,996.0,0.0428,233.031,0.0,5217.0,0.81,1.95
4536,Kepler-737 b,1.96,4.5,28.59915399,298.0,0.1422,2.297,0.0,3813.0,0.48,3.28
4537,Kepler-738 b,2.5,6.8,24.58721573,530.0,0.1552,27.644,0.0,5327.0,0.82,2.39
4538,Kepler-739 b,3.32,11.0,12.53248465,775.0,0.1054,115.963,0.0,5601.0,0.9,1.65
4539,Kepler-74 b,10.76,200.22,7.340711,1078.0,0.0781,337.682,0.0,6000.0,1.12,0.88
4540,Kepler-740 b,4.57,18.9,3.584101216,1131.0,0.0462,432.866,0.0,5438.0,0.87,1.09
4541,Kepler-741 b,2.97,9.11,7.03902374,1051.0,0.0744,461.993,0.0,6129.0,1.24,1.91
4542,Kepler-742 b,3.24,10.6,8.360868238,690.0,0.0744,38.101,0.0,4642.0,0.71,1.71
4543,Kepler-743 b,1.21,1.92,3.179262921,1101.0,0.04166,397.252,0.0,5486.0,0.85,5.96
4544,Kepler-744 b,1.62,3.26,12.06222443,750.0,0.09735,62.955,0.0,5594.0,0.93,4.21
4545,Kepler-745 b,2.16,5.31,9.93143556,931.0,0.0915,286.026,0.0,5849.0,1.04,2.9
4546,Kepler-746 b,1.11,1.41,3.48159251,1156.0,0.0435,421.61,0.0,5418.0,0.93,5.67
4547,Kepler-747 b,5.27,24.1,35.61760587,456.0,0.1916,10.19,0.0,5096.0,0.78,0.905
4548,Kepler-748 b,2.52,6.9,7.40742793,938.0,0.0745,439.778,0.0,5934.0,1.1,2.37
4549,Kepler-749 b,3.1,9.8,17.31716585,454.0,0.1054,24.631,0.0,5009.0,0.75,1.81
4550,Kepler-75 b,11.77,3209.9,8.8849116,767.0,0.0818,106.484,0.57,5200.0,0.89,11.0
4551,Kepler-750 b,3.07,9.64,9.42887179,1163.0,0.08742,255.74,0.0,6160.0,1.23,1.83
4552,Kepler-750 c,1.62,3.26,4.08899022,1537.0,0.05009,778.592,0.0,6160.0,1.23,4.21
4553,Kepler-751 b,2.46,6.62,17.44490636,679.0,0.1263,39.01,0.0,5387.0,0.84,2.44
4554,Kepler-752 b,2.81,8.3,18.82747265,632.0,0.1353,45.278,0.0,5373.0,0.83,2.06
4555,Kepler-753 b,1.91,4.31,5.747725012,641.0,0.054,41.674,0.0,4346.0,0.65,3.4
4556,Kepler-754 b,2.01,4.7,14.5596237,758.0,0.116,216.473,0.0,5935.0,1.08,3.18
4557,Kepler-755 b,1.76,3.75,1.269090374,1331.0,0.02156,889.888,0.0,5043.0,0.77,3.78
4558,Kepler-755 c,1.26,2.13,2.853133644,1016.0,0.037,302.574,0.0,5043.0,0.77,5.85
4559,Kepler-756 b,1.12,1.46,1.224866322,1741.0,0.0219,2174.33,0.0,5282.0,0.79,5.71
4560,Kepler-757 b,1.36,2.42,1.022678821,1734.0,0.019,3345.453,0.0,6014.0,1.13,5.29
4561,Kepler-758 b,2.48,6.71,12.1097104,1005.0,0.10754,349.193,0.0,6228.0,1.42,2.42
4562,Kepler-758 c,1.69,3.5,4.75793986,1372.0,0.05768,1211.822,0.0,6228.0,1.42,3.98
4563,Kepler-758 d,2.12,5.14,20.4966197,843.0,0.1527,173.171,0.0,6228.0,1.42,2.96
4564,Kepler-758 e,1.53,2.96,8.1934719,1144.0,0.0829,588.402,0.0,6228.0,1.42,4.54
4565,Kepler-759 b,2.27,5.77,41.805985,533.0,0.2329,19.02,0.0,5860.0,1.04,2.71
4566,Kepler-76 b,15.24424,638.8383,1.5449298,2140.0,0.0274,3583.673,0.0,6409.0,1.32,1.1
4567,Kepler-760 b,3.06,9.59,8.70419416,748.0,0.08087,84.406,0.0,5322.0,0.85,1.84
4568,Kepler-760 c,1.48,2.79,2.46697439,1139.0,0.03489,453.648,0.0,5322.0,0.85,4.73
4569,Kepler-761 b,2.03,4.78,10.12804789,767.0,0.0874,95.447,0.0,5706.0,0.93,3.14
4570,Kepler-762 b,12.68,,3.770552098,1302.0,0.0493,1065.734,0.0,5944.0,1.08,
4571,Kepler-763 b,1.22,1.98,1.19655156,1414.0,0.0205,974.089,0.0,5166.0,0.8,5.99
4572,Kepler-763 c,1.42,2.6,4.09667624,938.0,0.0466,182.9,0.0,4999.0,0.843,4.99
4573,Kepler-763 d,1.67,3.43,6.50327035,804.0,0.0634,98.81,0.0,4999.0,0.843,4.05
4574,Kepler-764 b,1.64,3.33,7.33683936,875.0,0.0724,160.457,0.0,5557.0,0.89,4.15
4575,Kepler-765 b,2.43,6.48,27.6655226,641.0,0.1754,48.947,0.0,5901.0,1.06,2.48
4576,Kepler-766 b,3.39,11.4,6.10027804,990.0,0.066,227.15,0.0,5992.0,1.15,1.61
4577,Kepler-767 b,6.64,35.7,161.5280101,366.0,0.5874,9.365,0.0,5694.0,0.94,0.67
4578,Kepler-768 b,1.79,3.86,11.3910025,618.0,0.092,40.589,0.0,5108.0,0.78,3.7
4579,Kepler-769 b,2.92,8.85,7.42608998,1037.0,0.0778,241.128,0.0,6186.0,1.28,1.95
4580,Kepler-769 c,1.79,3.86,15.9870174,803.0,0.1297,86.761,0.0,6186.0,1.28,3.7
4581,Kepler-77 b,10.761,136.661,3.57878087,1440.0,0.04501,432.871,0.0,5520.0,0.99,0.603
4582,Kepler-770 b,2.3,5.9,18.92540274,1171.0,0.1694,27.736,0.0,5598.0,0.92,2.66
4583,Kepler-770 c,1.2,1.87,1.475322314,2740.0,0.0309,833.588,0.0,5598.0,0.92,5.95
4584,Kepler-770 d,1.4,2.54,4.15244722,1941.0,0.0616,209.752,0.0,5598.0,0.92,5.09
4585,Kepler-771 b,1.82,3.97,8.73485836,890.0,0.0843,339.296,0.0,5906.0,1.05,3.62
4586,Kepler-772 b,1.82,3.97,12.99207337,866.0,0.11153,264.576,0.0,5714.0,1.11,3.62
4587,Kepler-773 b,1.43,2.63,3.749100061,1160.0,0.04682,490.707,0.0,5850.0,1.01,4.94
4588,Kepler-774 b,3.17,10.2,11.0895723,1422.0,0.1082,451.177,0.0,6403.0,2.42,1.76
4589,Kepler-775 b,1.19,1.81,0.974868926,1612.0,0.01834,1496.75,0.0,5468.0,0.84,5.9
4590,Kepler-776 b,1.28,2.18,4.89718784,904.0,0.0523,135.082,0.0,5071.0,0.78,5.71
4591,Kepler-777 b,1.47,2.76,5.72812599,569.0,0.0519,33.953,0.0,4043.0,0.56,4.77
4592,Kepler-778 b,1.68,3.46,3.75574426,977.0,0.0453,216.568,0.0,5102.0,0.77,4.01
4593,Kepler-779 b,0.92,0.721,7.09714223,425.0,0.0533,15.028,0.0,3804.0,0.44,5.09
4594,Kepler-78 b,1.201,1.68,0.35500745,2223.0,0.00901,4070.0,0.0,5058.0,0.7475,5.33
4595,Kepler-780 b,0.89,0.64,0.677375164,2099.0,0.015,4572.56,0.0,5769.0,1.02,4.99
4596,Kepler-781 b,2.89,8.7,13.2140732,629.0,0.1019,44.397,0.0,5162.0,0.78,1.98
4597,Kepler-782 b,3.21,10.4,158.6853308,350.0,0.54494,3.987,0.0,5867.0,1.01,1.73
4598,Kepler-783 b,0.78,0.399,4.29264638,991.0,0.04958,229.104,0.0,5521.0,0.89,4.62
4599,Kepler-783 c,2.33153725,6.04,7.05395,840.0,0.06903,113.3,0.0,5411.49,0.872088,2.62
4600,Kepler-784 b,1.58,3.12,31.5922646,688.0,0.22111,194.385,0.0,5674.0,1.32,4.35
4601,Kepler-784 c,1.55,3.02,17.157236,844.0,0.1309,119.87,0.0,5676.0,1.487,4.46
4602,Kepler-785 b,13.02,,1.973760926,753.0,0.025,163.862,0.0,4739.0,0.71,
4603,Kepler-786 b,2.43,6.48,53.5293487,348.0,0.25483,3.658,0.0,4838.0,0.74,2.48
4604,Kepler-787 b,1.28,2.18,0.928310498,1115.0,0.0159,493.553,0.0,4248.0,0.62,5.71
4605,Kepler-788 b,2.55,7.04,8.39846269,984.0,0.0835,357.191,0.0,6159.0,1.23,2.33
4606,Kepler-789 b,2.12,5.14,8.63847725,1419.0,0.0951,312.34,0.0,5870.0,1.02,2.96
4607,Kepler-79 b,3.47,10.9,13.4845,929.0,0.117,205.404,0.015,6174.0,1.302,1.43
4608,Kepler-79 c,3.72,5.9,27.4029,734.0,0.187,79.765,0.03,6174.0,1.302,0.62
4609,Kepler-79 d,7.16,6.0,52.0902,592.0,0.287,33.874,0.025,6174.0,1.302,0.09
4610,Kepler-79 e,3.49,4.1,81.0659,511.0,0.386,18.78,0.012,6174.0,1.302,0.53
4611,Kepler-790 b,2.18,5.39,13.73469807,634.0,0.101,38.274,0.0,5208.0,0.8,2.86
4612,Kepler-791 b,3.05,9.53,14.5539759,939.0,0.1256,140.057,0.0,6383.0,1.47,1.85
4613,Kepler-792 b,1.96,4.5,11.30119217,852.0,0.0988,176.032,0.0,5971.0,1.12,3.28
4614,Kepler-793 b,1.37,2.45,4.24153639,1177.0,0.0491,617.407,0.0,5745.0,0.97,5.24
4615,Kepler-794 b,2.11,5.1,11.13125132,952.0,0.10036,299.97,0.0,5839.0,1.38,2.98
4616,Kepler-795 b,1.68,3.46,29.6193421,580.0,0.1803,28.9,0.0,5631.0,0.96,4.01
4617,Kepler-796 b,1.3,2.24,6.40087618,1109.0,0.07317,962.264,0.0,5475.0,1.09,5.6
4618,Kepler-797 b,2.17,5.35,27.07237711,605.0,0.181,90.1,0.0,5680.0,0.95,2.88
4619,Kepler-798 b,2.39,6.3,13.71933369,864.0,0.1174,141.888,0.0,6224.0,1.29,2.54
4620,Kepler-799 b,6.88,37.9,133.4605235,433.0,0.5167,6.356,0.0,5681.0,0.93,0.64
4621,Kepler-799 c,2.78068551,8.15,15.19419956,893.0,0.1214,150.25,0.0,5588.0,1.593,2.08
4622,Kepler-8 b,15.871944,187.5197,3.5224991,1680.0,0.0474,1444.881,0.0,6213.0,1.486,0.27
4623,Kepler-80 b,2.67,6.93,7.05246,547.0,0.0648,54.382,0.0049,4540.0,0.678,1.38
4624,Kepler-80 c,2.74,6.74,9.52355,495.0,0.0792,36.482,0.0079,4540.0,0.678,1.22
4625,Kepler-80 d,1.53,6.75,3.07222,722.0,0.0372,164.625,0.0041,4540.0,0.678,7.04
4626,Kepler-80 e,1.6,4.13,4.64489,629.0,0.0491,94.781,0.0035,4540.0,0.678,3.75
4627,Kepler-80 f,1.21,4459.73,0.9867873,1054.0,0.0175,750.964,0.186,4540.0,0.678,703.0
4628,Kepler-80 g,1.13,0.065,14.64558,418.0,,,0.1303,4540.0,0.678,0.31
4629,Kepler-800 b,2.85,8.5,14.13176026,675.0,0.1106,44.872,0.0,5315.0,0.82,2.02
4630,Kepler-801 b,2.0,4.66,11.41928253,419.0,0.0795,14.442,0.0,4435.0,0.63,3.2
4631,Kepler-802 b,3.54,12.3,40.0587473,489.0,0.2265,13.508,0.0,5507.0,0.9,1.52
4632,Kepler-803 b,3.79,13.8,50.28638192,543.0,0.26721,20.882,0.0,5919.0,1.12,1.39
4633,Kepler-804 b,1.94,4.42,14.37457351,779.0,0.11287,83.427,0.0,5817.0,1.05,3.33
4634,Kepler-804 c,1.14,1.55,9.65185017,890.0,0.08654,141.839,0.0,5817.0,1.05,5.75
4635,Kepler-805 b,2.89,8.7,30.8638931,743.0,0.19852,86.473,0.0,6112.0,1.65,1.98
4636,Kepler-806 b,1.14,1.55,8.09219642,1089.0,0.07684,413.603,0.0,5770.0,1.16,5.75
4637,Kepler-808 b,1.46,2.73,0.631332353,1322.0,0.01314,1428.3,0.0,4653.0,0.71,4.82
4638,Kepler-809 b,3.01,9.32,55.63934,478.0,0.2901,13.155,0.0,5734.0,0.98,1.88
4639,Kepler-81 b,2.42,17.2,5.955,635.0,0.0522,39.95,0.0,4385.0,0.59,6.67
4640,Kepler-81 c,2.37,4.3,12.04,502.0,0.08347,15.62,0.0,4385.0,0.59,1.77
4641,Kepler-81 d,1.21,1.92,20.837846,418.0,0.128,7.507,0.0,4500.0,0.595,5.96
4642,Kepler-810 b,1.93,4.38,4.59725385,1105.0,0.055,350.597,0.0,5803.0,1.04,3.35
4643,Kepler-811 b,2.7,7.75,23.58447697,730.0,0.15911,78.59,0.0,5747.0,1.24,2.16
4644,Kepler-812 b,3.55,12.3,10.11716531,1163.0,0.1024,421.917,0.0,6761.0,1.71,1.51
4645,Kepler-813 b,2.14,5.22,19.12947337,817.0,0.1439,56.04,0.0,5743.0,0.93,2.93
4646,Kepler-814 b,2.12,5.14,6.1469851,1164.0,0.0695,935.124,0.0,6162.0,1.22,2.96
4647,Kepler-815 b,4.11,15.8,8.57503552,1374.0,0.09473,979.136,0.0,5028.0,3.42,1.25
4648,Kepler-816 b,10.24,74.5,10.506825646,668.0,0.0895,50.563,0.0,5286.0,0.85,0.381
4649,Kepler-817 b,9.03,60.2,3.990106229,1124.0,0.0493,550.203,0.0,5861.0,1.03,0.449
4650,Kepler-818 b,5.11,22.9,10.035385814,786.0,0.0886,100.779,0.0,5638.0,0.92,0.943
4651,Kepler-819 b,2.76,8.05,33.1995648,485.0,0.1894,9.913,0.0,5279.0,0.81,2.1
4652,Kepler-82 b,4.07,12.15,26.44,562.0,0.1683,19.558,0.0033,5401.0,0.898,0.98
4653,Kepler-82 c,5.34,13.9,51.54,450.0,0.2626,8.035,0.007,5401.0,0.898,0.494
4654,Kepler-82 d,1.77,885.098,2.382961,1253.0,0.034,484.351,0.0,5428.0,0.945,220.0
4655,Kepler-82 e,2.47,254.02,5.902206,926.0,0.063,144.337,0.0,5428.0,0.945,0.54
4656,Kepler-82 f,4.84,20.9,75.732,,0.3395,,0.0014,5401.0,0.898,1.01
4657,Kepler-820 b,6.09,30.8,127.8338098,554.0,0.56004,16.228,0.0,6260.0,1.36,0.749
4658,Kepler-821 b,1.31,2.27,1.92279873,1215.0,0.029,496.82,0.0,5191.0,0.8,5.55
4659,Kepler-822 b,1.77,3.78,3.222969273,1239.0,0.04078,535.188,0.0,5928.0,1.08,3.75
4660,Kepler-823 b,1.57,3.09,4.16809082,1277.0,0.0507,803.353,0.0,5643.0,0.96,4.39
4661,Kepler-824 b,1.87,4.16,4.51436633,1231.0,0.055,454.604,0.0,6035.0,1.22,3.5
4662,Kepler-825 b,1.53,2.96,3.77360059,1270.0,0.0453,734.464,0.0,5976.0,1.08,4.54
4663,Kepler-825 c,1.84,4.04,8.1818246,981.0,0.0759,261.628,0.0,5976.0,1.08,3.56
4664,Kepler-826 b,1.25,2.1,4.48758907,1305.0,0.05202,827.221,0.0,6079.0,1.15,5.91
4665,Kepler-827 b,5.63,27.0,51.92927591,574.0,0.2742,23.602,0.0,5602.0,0.91,0.831
4666,Kepler-828 b,1.51,2.89,0.567857136,1848.0,0.01228,1835.159,0.0,5039.0,0.77,4.61
4667,Kepler-829 b,2.11,5.1,6.88337562,857.0,0.0678,247.47,0.0,5698.0,0.97,2.98
4668,Kepler-83 b,2.83,2.94,9.77,460.0,0.07295,15.412,0.0,4082.0,0.61,0.83
4669,Kepler-83 c,2.36,2.03,20.09,362.0,0.11796,5.9,0.0,4082.0,0.61,0.38
4670,Kepler-83 d,1.94,4.1,5.169796,569.0,0.051,28.81,0.0,4648.0,0.594,0.56
4671,Kepler-830 b,1.7,3.53,11.29695137,907.0,0.1033,160.18,0.0,6037.0,1.11,3.95
4672,Kepler-831 b,1.27,2.15,5.62153941,992.0,0.05984,266.249,0.0,5732.0,0.97,5.77
4673,Kepler-832 b,2.06,4.9,7.1396941,965.0,0.075,256.828,0.0,5596.0,0.9,3.08
4674,Kepler-833 b,2.02,4.74,18.7546998,382.0,0.1139,8.313,0.0,4339.0,0.62,3.16
4675,Kepler-834 b,2.02,4.74,13.32388301,378.0,0.0862,11.845,0.0,4554.0,0.66,3.16
4676,Kepler-835 b,2.79,8.2,11.41909375,921.0,0.107,170.33,0.0,5954.0,1.11,2.07
4677,Kepler-836 b,2.73,7.9,11.36112327,869.0,0.1013,135.797,0.0,5895.0,1.04,2.13
4678,Kepler-837 b,2.56,7.08,16.56059504,701.0,0.1144,55.966,0.0,5403.0,0.81,2.32
4679,Kepler-838 b,2.73,7.9,15.74957994,777.0,0.1266,61.089,0.0,5770.0,0.96,2.13
4680,Kepler-839 b,2.57,7.13,37.8144514,626.0,0.2316,46.303,0.0,6058.0,1.31,2.31
4681,Kepler-84 b,2.23,40.0,8.726,985.0,0.0827,222.19,0.0,6039.0,1.43,19.8
4682,Kepler-84 c,2.36,20.2,12.883,865.0,0.1072,132.23,0.0,6039.0,1.43,8.44
4683,Kepler-84 d,1.38,2.48,4.224537,1254.0,0.052,584.24,0.0,6031.0,1.169,5.19
4684,Kepler-84 e,2.6,7.27,27.434389,672.0,0.181,48.29,0.0,6031.0,1.169,2.27
4685,Kepler-84 f,2.2,5.48,44.552169,572.0,0.25,25.3,0.0,6031.0,1.169,2.83
4686,Kepler-841 b,5.23,23.8,124.4198398,416.0,0.479,1.648,0.0,5324.0,0.81,0.914
4687,Kepler-842 b,1.6,3.19,1.21956827,1252.0,0.0204,588.95,0.0,4848.0,0.73,4.28
4688,Kepler-843 b,2.59,7.22,2.053879821,1523.0,0.0313,890.333,0.0,5830.0,1.03,2.28
4689,Kepler-844 b,1.68,3.46,2.613020856,713.0,0.0298,89.652,0.0,4128.0,0.57,4.01
4690,Kepler-845 b,2.04,4.82,0.927859821,1361.0,0.01668,772.498,0.0,4913.0,0.75,3.12
4691,Kepler-846 b,2.48,6.71,19.80792185,624.0,0.1399,35.276,0.0,5579.0,0.91,2.42
4692,Kepler-847 b,1.18,1.76,2.343231895,1054.0,0.0315,292.31,0.0,4940.0,0.77,5.89
4693,Kepler-848 b,1.7,3.53,6.91134416,1086.0,0.07586,794.778,0.0,5695.0,1.2,3.95
4694,Kepler-849 b,8.08167508,298.75870258,394.62508,362.7,1.137,2.86,0.078,5950.0,1.822,3.09
